year,person,cumrank,player,school,seed,seasonppg,round1,round2,round3,round4,round5,round6,totalpoints,gamesplayed,tourneyppg,draftround,overallpick,draftposition,region,conference,initial,spacer,longitude,latitude,residual,distance,expectedpick,guess,kenpom,overall_seed
2015,Alex,,Taurean Prince,Baylor,3,13.8,18,,,,,,18,1,18,4,28,5,West,Big 12,420,Baylor,-97.110001,31.549999,45.591488,-27.591488,42.61204997495097,,,
2015,Alex,,Anthony Gill,Virginia,2,11.5,16,11,,,,,27,2,13.5,5,37,5,East,ACC,421,Virginia,-78.510002,38.049999,40.485214,-13.485214,38.8107807651807,,,
2015,Alex,6,Frank Mason,Kansas,2,12.3,17,16,,,,,33,2,16.5,6,44,5,Midwest,Big 12,422,Kansas,-95.25,38.950001,36.513668,-3.5136681,32.81353724333152,,,
2015,Alex,,Zach Auguste,Notre Dame,3,12.4,25,7,16,20,,,68,4,17,7,53,5,Midwest,ACC,423,Notre Dame,-86.230003,41.700001,31.407393,36.592606,34.16333723858154,,,
2015,Alex,,Kellen Dunham,Butler,6,16.700001,20,8,,,,,28,2,14,8,60,5,Midwest,Big East,424,Butler,-86.169998,39.84,27.435846,.56415367,32.19587398928417,,,
2015,Rob,,Quinn Cook,Duke,1,15.7,22,15,10,10,17,6,80,6,13.3,1,6,6,South,ACC,425,Duke,-78.940002,36,58.073494,21.926506,60.60219070123487,,,
2015,Rob,,Perry Ellis,Kansas,2,13.8,9,17,,,,,26,2,13,2,11,6,Midwest,Big 12,426,Kansas,-95.25,38.950001,55.236675,-29.236675,55.84642508794741,,,
2015,Rob,,Terry Rozier,Louisville,4,17.1,12,25,17,13,,,67,4,16.799999,3,22,6,East,ACC,427,Louisville,-85.75,38.259998,48.995674,18.004326,42.38814427575077,,,
2015,Rob,,Marcus Paige,North Carolina,4,13.9,12,22,12,,,,46,3,15.3,4,27,6,West,ACC,428,North Carolina,-79.040001,35.900002,46.158855,-.15885544,41.42231559222385,,,
2015,Rob,8,Dez Wells,Maryland,4,15.4,14,9,,,,,23,2,11.5,5,38,6,Midwest,Big Ten,429,Maryland,-76.940002,39,39.91785,-16.91785,38.26916346973137,,,
2015,Rob,,Rico Gathers,Baylor,3,11.7,9,,,,,,9,1,9,6,43,6,West,Big 12,430,Baylor,-97.110001,31.549999,37.081032,-28.081032,34.04268001932903,,,
2015,Rob,,LaDontae Henton,Providence,6,19.700001,18,,,,,,18,1,18,7,54,6,East,Big East,431,Providence,-71.440002,41.849998,30.840029,-12.840029,35.2063413155204,,,
2015,Rob,,Michael Qualls,Arkansas,5,15.4,20,27,,,,,47,2,23.5,8,59,6,West,SEC,432,Arkansas,-94.18,36.060001,28.00321,18.99679,33.54896803825774,,,
2015,James,7,Stanley Johnson,Arizona,2,14.1,22,4,12,6,,,44,4,11,1,7,7,West,Pac-12,433,Arizona,-110.95,32.23,57.50613,-13.50613,60.25199796073679,,,
2015,James,,Brandon Ashley,Arizona,2,12.3,14,7,8,17,,,46,4,11.5,2,10,7,West,Pac-12,434,Arizona,-110.95,32.23,55.804039,-9.804039,57.53901860927448,,,
2015,James,,Tyus Jones,Duke,1,11.6,10,6,15,15,9,23,78,6,13,3,23,7,South,ACC,435,Duke,-78.940002,36,48.42831,29.57169,40.43945812117163,,,
2015,James,,Ryan Arcidiacono,Villanova,1,10.2,13,4,,,,,17,2,8.5,4,26,7,East,Big East,436,Villanova,-75.169998,39.900002,46.726219,-29.726219,40.51426688610972,,,
2015,James,,JayVaughn Pinkston,Villanova,1,9.6000004,12,13,,,,,25,2,12.5,5,39,7,East,Big East,437,Villanova,-75.169998,39.900002,39.350487,-14.350487,37.68042251249479,,,
2015,James,,Demetrius Jackson,Notre Dame,3,12.5,9,13,20,2,,,44,4,11,6,42,7,Midwest,ACC,438,Notre Dame,-86.230003,41.700001,37.648396,6.3516045,34.97199009901841,,,
2015,James,,TJ McConnell,Arizona,2,9.8000002,12,19,17,14,,,62,4,15.5,7,55,7,West,Pac-12,439,Arizona,-110.95,32.23,30.272665,31.727335,35.87694976756317,,,
2015,James,,Daniel Ochefu,Villanova,2,9.1999998,14,4,,,,,18,2,9,8,58,7,East,Big East,440,Villanova,-75.169998,39.900002,28.570574,-10.570574,35.03727024009357,,,
2015,Adam,,Darrun Hilliard,Villanova,1,14,12,27,,,,,39,2,19.5,1,8,8,East,Big East,441,Villanova,-75.169998,39.900002,56.938766,-17.938766,59.94813138363955,,,
2015,Adam,,Kyle Wiltjer,Gonzaga,2,16.700001,23,24,8,16,,,71,4,17.799999,2,9,8,South,West Coast,442,Gonzaga,-117.4,47.669998,56.371403,14.628597,59.11828974110846,,,
2015,Adam,,Bronson Koenig,Wisconsin,1,8.3000002,8,12,9,6,12,10,57,6,9.5,3,24,8,West,Big Ten,443,Wisconsin,-89.400002,43.07,47.860947,9.1390533,40.19766307064327,,,
2015,Adam,,Trey Lyles,Kentucky,1,8.3999996,10,11,14,9,9,,53,5,10.6,4,25,8,Midwest,SEC,444,Kentucky,-84.5,38.049999,47.293583,5.7064171,39.94680599867415,,,
2015,Adam,,Travis Trice,Michigan St.,7,15.1,15,23,24,17,16,,95,5,19,5,40,8,East,Big Ten,445,Michigan State,-84.489998,42.73,38.783123,56.216877,36.69553785826403,,,
2015,Adam,,Joseph Young,Oregon,8,20.200001,27,30,,,,,57,2,28.5,6,41,8,West,Pac-12,446,Oregon,-123.07,44.049999,38.215759,18.784241,35.6929804871795,,,
2015,Adam,3,Ron Baker,Wichita St.,7,15,15,12,9,,,,36,3,12,7,56,8,Midwest,Missouri Valley,447,Wichita State,-97.300003,37.720001,29.705301,6.2946987,36.29619006547468,,,
2016,Andrew L,,Denzel Valentine,Michigan St.,2,19.6,13,,,,,,13,1,13,1,1,1,Midwest,Big Ten,448,Michigan State,-84.489998,42.73,60.910316,-47.910316,84.06688917885661,,3,5
2016,Andrew L,,Josh Hart,Villanova,2,15.3,9,19,14,13,23,12,90,6,15,2,16,1,South,Big East,449,Villanova,-75.169998,39.900002,52.399857,37.600143,50.80122507633189,,5,7
2016,Andrew L,,Georges Niang,Iowa St.,4,19.299999,28,28,30,,,,86,3,28.700001,3,17,1,Midwest,Big 12,450,Iowa State,-93.639999,42.02,51.832493,34.167507,50.65862706650196,,18,16
2016,Andrew L,,Myles Davis,Xavier,2,11.3,6,5,,,,,11,2,5.5,4,32,1,East,Big East,451,Xavier,-84.470001,39.150002,43.322033,-32.322033,45.16852336199476,,15,8
2016,Andrew L,,Jaylen Brown,California,4,15.8,4,,,,,,4,1,4,5,33,1,South,Pac-12,452,California,-122.2622,37.869381,42.754669,-38.754669,44.51230505628727,,21,14
2016,Andrew L,1,Diamond Stone,Maryland,5,12.7,4,14,5,,,,23,3,7.6999998,6,48,1,South,Big Ten,453,Maryland,-76.940002,39,34.244213,-11.244213,30.55326079531487,,23,19
2016,Andrew L,,Luke Kennard,Duke,4,11.5,5,13,13,,,,31,3,10.3,7,49,1,West,ACC,454,Duke,-78.940002,36,33.676849,-2.6768494,29.73473763406432,,22,13
2016,Andrew L,,Kennedy Meeks,North Carolina,1,10,4,2,15,10,15,4,50,6,8.3000002,8,64,1,East,ACC,455,North Carolina,-79.040001,35.900002,25.166389,24.833611,26.08907862357797,,4,2
2016,Bryan,,Buddy Hield,Oklahoma,2,25.1,27,36,17,37,9,,126,5,25.200001,1,2,2,West,Big 12,456,Oklahoma,-97.440002,35.189999,60.342949,65.657051,74.07198854814526,,8,6
2016,Bryan,,Trevon Bluiett,Xavier,2,15.2,10,7,,,,,17,2,8.5,2,15,2,East,Big East,457,Xavier,-84.470001,39.150002,52.96722,-35.96722,51.19871251706372,,15,8
2016,Bryan,,Sheldon McClellan,Miami,3,15.7,20,18,26,,,,64,3,21.299999,3,18,2,South,ACC,458,Miami,-80.279999,25.719999,51.265129,12.734871,49.78097604342883,,13,10
2016,Bryan,,Devin Williams,West Virginia,3,12.9,12,,,,,,12,1,12,4,31,2,East,Big 12,459,West Virginia,-79.980003,39.650002,43.889397,-31.889397,45.02909334564283,,6,9
2016,Bryan,,Brandon Ingram,Duke,4,16.9,20,25,24,,,,69,3,23,5,34,2,West,ACC,460,Duke,-78.940002,36,42.187305,26.812695,42.90660710998349,,22,13
2016,Bryan,,A.J. Hammons,Purdue,5,14.8,16,,,,,,16,1,16,6,47,2,Midwest,Big Ten,461,Purdue,-86.919998,40.43,34.811577,-18.811577,30.41280252273085,,10,18
2016,Bryan,,Kyle Wiltjer,Gonzaga,11,20.700001,13,17,23,,,,53,3,17.700001,7,50,2,Midwest,West Coast,462,Gonzaga,-117.4,47.669998,33.109486,19.890514,29.94956332875387,,28,44
2016,Bryan,3,Jarrod Uthoff,Iowa,7,18.4,23,16,,,,,39,2,19.5,8,63,2,South,Big Ten,463,Iowa,-91.554955,41.663471,25.733753,13.266247,28.19393185073414,,20,27
2016,Rob,,Malcom Brogdon,Virginia,1,18.4,11,22,12,12,,,57,4,14.3,1,3,3,Midwest,ACC,464,Virginia,-78.510002,38.049999,59.775585,-2.7755852,67.41174335199784,,2,3
2016,Rob,,Marcus Paige,North Carolina,1,12,10,12,21,13,13,21,90,6,15,2,14,3,East,ACC,465,North Carolina,-79.040001,35.900002,53.534584,36.465416,51.91101250395359,,4,2
2016,Rob,,Kris Jenkins,Villanova,2,12.7,12,15,21,13,18,14,93,6,15.5,3,19,3,South,Big East,466,Villanova,-75.169998,39.900002,50.697765,42.302235,48.42664800316162,,5,7
2016,Rob,,Justin Jackson,North Carolina,1,12.3,12,15,14,11,16,9,77,6,12.8,4,30,3,East,ACC,467,North Carolina,-79.040001,35.900002,44.45676,32.54324,44.44562131959898,,4,2
2016,Rob,,Chris Boucher,Oregon,1,12.2,18,2,11,14,,,45,4,11.3,5,35,3,West,Pac-12,468,Oregon,-123.07,44.049999,41.619942,3.3800583,41.09253091291313,,9,4
2016,Rob,8,Taurean Prince,Baylor,5,15.3,28,,,,,,28,1,28,6,46,3,West,Big 12,469,Baylor,-97.110001,31.549999,35.378941,-7.3789406,30.55863506759554,,24,20
2016,Rob,,Ryan Anderson,Arizona,6,15.8,8,,,,,,8,1,8,7,51,3,South,Pac-12,470,Arizona,-110.95,32.23,32.542122,-24.542122,30.89176680038657,,17,23
2016,Rob,,Jordan Loveridge,Utah,3,11.9,16,0,,,,,16,2,8,8,62,3,Midwest,Pac-12,471,Utah,-111.84,40.759998,26.301117,-10.301117,29.47768318585453,,29,11
2016,Alex,6,Perry Ellis,Kansas,1,16.5,21,21,27,4,,,73,4,18.299999,1,4,4,South,Big 12,472,Kansas,-95.25,38.950001,59.208221,13.791779,65.03963512894572,,1,1
2016,Alex,,Jacob Poeltl,Utah,3,17.6,16,5,,,,,21,2,10.5,2,13,4,Midwest,Pac-12,473,Utah,-111.84,40.759998,54.101948,-33.101948,52.76536932115828,,29,11
2016,Alex,,Anthony Gill,Virginia,1,13.6,19,19,23,10,,,71,4,17.799999,3,20,4,Midwest,ACC,474,Virginia,-78.510002,38.049999,50.130402,20.869598,46.54026800385998,,2,3
2016,Alex,,London Perrantes,Virginia,1,11.2,12,8,6,18,,,44,4,11,4,29,4,Midwest,ACC,475,Virginia,-78.510002,38.049999,45.024124,-1.0241241,43.64922471781954,,2,3
2016,Alex,,Angel Rodriguez,Miami,3,11.6,24,28,13,,,,65,3,21.700001,5,36,4,South,ACC,476,Miami,-80.279999,25.719999,41.052578,23.947422,39.67962092247676,,13,10
2016,Alex,,Yogi Ferrell,Indiana,5,17.1,20,18,25,,,,63,3,21,6,45,4,East,Big Ten,477,Indiana,-86.519997,39.18,35.946304,27.053696,31.31664309037902,,14,17
2016,Alex,,Tyler Davis,Texas A&M,3,11.1,12,10,17,,,,39,3,13,7,52,4,West,Big 12,478,Texas A&M,-96.349998,30.610001,31.974756,7.0252438,32.70884155269147,,16,12
2016,Alex,,Melvin Johnson,VCU,10,18.1,12,23,,,,,35,2,17.5,8,61,4,West,Atlantic 10,479,VCU,-77.452988,37.552864,26.868481,8.1315193,30.85701592924301,,35,40
2016,Josh,,Dillon Brooks,Oregon,1,17.200001,11,25,22,7,,,65,4,16.299999,1,5,5,West,Pac-12,480,Oregon,-123.07,44.049999,58.640858,6.3591423,61.75360950294342,,9,4
2016,Josh,5,Frank Mason III,Kansas,1,13.4,9,8,9,16,,,42,4,10.5,2,12,5,South,Big 12,481,Kansas,-95.25,38.950001,54.669312,-12.669312,53.93194407558416,,1,1
2016,Josh,,Jayseon Paige,West Virginia,3,14.3,9,,,,,,9,1,9,3,21,5,East,Big 12,482,West Virginia,-79.980003,39.650002,49.563038,-40.563038,44.57195930590909,,6,9
2016,Josh,,Matt Costello,Michigan St.,2,10.5,22,,,,,,22,1,22,4,28,5,Midwest,Big Ten,483,Michigan State,-84.489998,42.73,45.591488,-23.591488,42.73811521098902,,3,5
2016,Josh,,Jalen Jones,Texas A&M,3,15.7,11,16,11,,,,38,3,12.7,5,37,5,West,Big 12,484,Texas A&M,-96.349998,30.610001,40.485214,-2.4852142,39.32215506095264,,16,12
2016,Josh,,Eron Harris,Michigan St.,2,9.3000002,9,,,,,,9,1,9,6,44,5,Midwest,Big Ten,485,Michigan State,-84.489998,42.73,36.513668,-27.513668,32.71569134701454,,3,5
2016,Josh,,Isaiah Whitehead,Seton Hall,6,17.4,10,,,,,,10,1,10,7,53,5,Midwest,Big East,486,Seton Hall,-74.169998,40.73,31.407393,-21.407393,34.3332266529225,,26,24
2016,Josh,,Gary Payton II,Oregon St.,7,15.9,19,,,,,,19,1,19,8,60,5,West,Pac-12,487,Oregon State,-123.28073,44.561176,27.435846,-8.4358463,32.1958739892866,,60,28
2016,Andrew F,,Brice Johnson,North Carolina,1,16.799999,18,21,20,25,16,14,114,6,19,1,6,6,East,ACC,488,North Carolina,-79.040001,35.900002,58.073494,55.926506,60.60219070119737,,4,2
2016,Andrew F,,Tyler Ulis,Kentucky,4,16.700001,10,27,,,,,37,2,18.5,2,11,6,East,SEC,489,Kentucky,-84.5,38.049999,55.236675,-18.236675,55.84642508793866,,7,15
2016,Andrew F,,Elgin Cook,Oregon,1,14.2,11,18,16,24,,,69,4,17.299999,3,22,6,West,Pac-12,490,Oregon,-123.07,44.049999,48.995674,20.004326,42.38814427578493,,9,4
2016,Andrew F,,Joel Berry II,North Carolina,1,12.3,14,15,14,11,8,20,82,6,13.7,4,27,6,East,ACC,491,North Carolina,-79.040001,35.900002,46.158855,35.841145,41.42231559220262,,4,2
2016,Andrew F,4,Melo Trimble,Maryland,5,14.3,19,24,17,,,,60,3,20,5,38,6,South,Big Ten,492,Maryland,-76.940002,39,39.91785,20.08215,38.37419133160945,,23,19
2016,Andrew F,,Gabe York,Arizona,6,14.3,10,,,,,,10,1,10,6,43,6,South,Pac-12,493,Arizona,-110.95,32.23,37.081032,-27.081032,34.04268001930937,,17,23
2016,Andrew F,,Vince Edwards,Purdue,5,10.5,24,,,,,,24,1,24,7,54,6,Midwest,Big Ten,494,Purdue,-86.919998,40.43,30.840029,-6.8400288,35.02960530345906,,10,18
2016,Andrew F,,Jordan Mathews,California,4,13,23,,,,,,23,1,23,8,59,6,South,Pac-12,495,California,-122.2622,37.869381,28.00321,-5.0032101,33.54896803822434,,21,14
2016,Adam,,Jamal Murray,Kentucky,4,19.9,19,16,,,,,35,2,17.5,1,7,7,East,SEC,496,Kentucky,-84.5,38.049999,57.50613,-22.50613,60.25199796070132,,7,15
2016,Adam,,Grayson Allen,Duke,4,21.200001,23,29,15,,,,67,3,22.299999,2,10,7,West,ACC,497,Duke,-78.940002,36,55.804039,11.195961,57.53901860927171,,22,13
2016,Adam,,Devonte' Graham,Kansas,1,11.2,0,13,2,17,,,32,4,8,3,23,7,South,Big 12,498,Kansas,-95.25,38.950001,48.42831,-16.42831,41.50813239570119,,1,1
2016,Adam,,Tyler Dorsey,Oregon,1,13,9,14,7,11,,,41,4,10.3,4,26,7,West,Pac-12,499,Oregon,-123.07,44.049999,46.726219,-5.7262192,40.5142668860434,,9,4
2016,Adam,,Danuel House,Texas A&M,3,15.5,20,22,10,,,,52,3,17.299999,5,39,7,West,Big 12,500,Texas A&M,-96.349998,30.610001,39.350487,12.649513,37.24157661921418,,16,12
2016,Adam,,Edmond Sumner,Xavier,2,11,2,11,,,,,13,2,6.5,6,42,7,East,Big East,501,Xavier,-84.470001,39.150002,37.648396,-24.648396,34.9719900990483,,15,8
2016,Adam,,Monte Morris,Iowa St.,4,14.3,20,8,10,,,,38,3,12.7,7,55,7,Midwest,Big 12,502,Iowa State,-93.639999,42.02,30.272665,7.727335,35.38698474502491,,18,16
2016,Adam,2,Domantas Sabonis,Gonzaga,11,17.4,21,19,19,,,,59,3,19.700001,8,58,7,Midwest,West Coast,503,Gonzaga,-117.4,47.669998,28.570574,30.429426,34.90617112435159,,28,44
2016,James,,Wayne Selden,Kansas,1,13.4,14,22,19,16,,,71,4,17.799999,1,8,8,South,Big 12,504,Kansas,-95.25,38.950001,56.938766,14.061234,59.94813138367457,,1,1
2016,James,7,Bryn Forbes,Michigan St.,2,15.1,14,,,,,,14,1,14,2,9,8,Midwest,Big Ten,505,Michigan State,-84.489998,42.73,56.371403,-42.371403,59.11828974118749,,3,5
2016,James,,Isaiah Cousins,Oklahoma,2,13,16,15,2,11,8,,52,5,10.4,3,24,8,West,Big 12,506,Oklahoma,-97.440002,35.189999,47.860947,4.1390533,39.70899529601542,,8,6
2016,James,,Jordan Woodard,Oklahoma,2,12.9,15,17,22,13,12,,79,5,15.8,4,25,8,West,Big 12,507,Oklahoma,-97.440002,35.189999,47.293583,31.706417,39.92683139371961,,8,6
2016,James,,Ryan Spangler,Oklahoma,2,10.8,5,6,10,4,6,,31,5,6.1999998,5,40,8,West,Big 12,508,Oklahoma,-97.440002,35.189999,38.783123,-7.783123,36.69553785828661,,8,6
2016,James,,Ryan Arcidiacano,Villanova,2,11.7,14,16,21,13,10,16,90,6,15,6,41,8,South,Big East,509,Villanova,-75.169998,39.900002,38.215759,51.784241,35.6929804871899,,5,7
2016,James,,Ben Bentil,Providence,9,21.200001,19,21,,,,,40,2,20,7,56,8,East,Big East,510,Providence,-71.440002,41.849998,29.705301,10.294699,36.29619006542551,,46,33
2016,James,,Daniel Ochefu,Villanova,2,10.3,17,6,17,10,10,9,69,6,11.5,8,57,8,South,Big East,511,Villanova,-75.169998,39.900002,29.137938,39.862061,36.02918647483065,,5,7
2015,Adam,,Dylan Ennis,Villanova,1,9.8000002,16,6,,,,,22,2,11,8,57,8,South,Big East,512,Villanova,-75.169998,39.900002,29.137938,-7.1379375,36.0291864748498,,,
2017,Alex,,Frank Mason III,Kansas,1,20.5,22,20,26,21,,,89,4,22.299999,1,1,1,Midwest,Big 12,513,Kansas,-95.25,38.950001,60.910316,28.089684,82.5050466709711,,10,2
2017,Alex,,Grayson Allen,Duke,2,14.5,21,20,,,,,41,2,20.5,2,16,1,East,ACC,514,Duke,-78.940002,36,52.399857,-11.399857,50.80122507628406,,12,7
2017,Alex,,Dwayne Bacon,Florida St.,3,16.9,25,20,,,,,45,2,22.5,3,17,1,West,ACC,515,Florida State,-84.290001,30.440001,51.832493,-6.8324928,50.65862706662936,,19,12
2017,Alex,,Bonzie Colson,Notre Dame,5,17,18,27,,,,,45,2,22.5,4,32,1,West,ACC,516,Notre Dame,-86.230003,41.700001,43.322033,1.6779671,44.52668833886865,,25,20
2017,Alex,,Tyler Dorsey,Oregon,3,12.4,24,27,20,26,21,,118,5,23.6,5,33,1,Midwest,Pac-12,517,Oregon,-123.07,44.049999,42.754669,75.245331,44.5123050562518,,16,9
2017,Alex,5,Marcus Foster,Creighton,6,18.5,15,,,,,,15,1,15,6,48,1,Midwest,Big East,518,Creighton,-95.93,41.259998,34.244213,-19.244213,30.10198532352902,,27,22
2017,Alex,,Aaron Holiday,UCLA,3,13,15,5,5,,,,25,3,8.3000002,7,49,1,South,Pac-12,519,UCLA,-118.45,34.07,33.676849,-8.6768494,30.27275471202326,,18,11
2017,Alex,,Nate Mason,Minnesota,5,15.4,5,,,,,,5,1,5,8,64,1,South,Big Ten,520,Minnesota,-93.228004,44.97681,25.166389,-20.166389,26.08907862355363,,33,18
2017,Rob,,Justin Jackson,North Carolina,1,18.299999,21,15,24,19,22,16,117,6,19.5,1,2,2,South,ACC,521,North Carolina,-79.040001,35.900002,60.342949,56.657051,74.07198854815769,,3,3
2017,Rob,,Donovan Mitchell,Louisville,2,15.9,9,19,,,,,28,2,14,2,15,2,Midwest,ACC,522,Louisville,-85.75,38.259998,52.96722,-24.96722,51.54726933246583,,6,8
2017,Rob,6,Lauri Markannen,Arizona,2,15.2,20,16,9,,,,45,3,15,3,18,2,West,Pac-12,523,Arizona,-110.95,32.23,51.265129,-6.2651291,49.7809760434742,,20,6
2017,Rob,,Johnathan Motley,Baylor,3,17.5,15,19,18,,,,52,3,17.299999,4,31,2,East,Big 12,524,Baylor,-97.110001,31.549999,43.889397,8.1106033,45.02909334565012,,13,10
2017,Rob,,Sindarius Thornwell,South Carolina,7,21.200001,29,24,24,26,15,,118,5,23.6,5,34,2,East,SEC,525,South Carolina,-81.040001,33.990002,42.187305,75.812698,42.90660710999493,,31,27
2017,Rob,,Kelan Martin,Butler,4,16.1,10,19,16,,,,45,3,15,6,47,2,South,Big East,526,Butler,-86.169998,39.84,34.811577,10.188423,30.41280252268423,,26,16
2017,Rob,,Melo Trimble,Maryland,6,16.9,13,,,,,,13,1,13,7,50,2,West,Big Ten,527,Maryland,-76.940002,39,33.109486,-20.109486,30.07544937031454,,45,21
2017,Rob,,Manu Lecomte,Baylor,3,12.4,10,12,8,,,,30,3,10,8,63,2,East,Big 12,528,Baylor,-97.110001,31.549999,25.733753,4.2662468,28.19393185070849,,13,10
2017,Adam,,Josh Hart,Villanova,1,18.700001,11,19,,,,,30,2,15,1,3,3,East,Big East,529,Villanova,-75.169998,39.900002,59.775585,-29.775585,67.41174335198679,,2,1
2017,Adam,,Kris Jenkins,Villanova,1,13.4,7,6,,,,,13,2,6.5,2,14,3,East,Big East,530,Villanova,-75.169998,39.900002,53.534584,-40.534584,51.91101250392828,,2,1
2017,Adam,,Edrice Adebayo,Kentucky,2,13.3,15,13,2,13,,,43,4,10.8,3,19,3,South,SEC,531,Kentucky,-84.5,38.049999,50.697765,-7.6977654,48.42664800310976,,4,5
2017,Adam,7,Isaac Hamilton,UCLA,3,13.7,14,10,17,,,,41,3,13.7,4,30,3,South,Pac-12,532,UCLA,-118.45,34.07,44.45676,-3.4567604,44.1987173918707,,18,11
2017,Adam,,Semi Ojeleye,SMU,6,18.5,24,,,,,,24,1,24,5,35,3,East,American Athletic,533,Southern Methodist,-96.779999,32.84,41.619942,-17.619942,41.09253091284924,,11,23
2017,Adam,,Jock Landale,Saint Mary's,7,16.9,18,19,,,,,37,2,18.5,6,46,3,West,West Coast,534,Saint Mary's,-122.11,37.84,35.378941,1.6210594,30.55863506759957,,14,28
2017,Adam,,Nazareth Mitrou-Long,Iowa St.,5,16,13,5,,,,,18,2,9,7,51,3,Midwest,Big 12,535,Iowa State,-93.639999,42.02,32.542122,-14.542122,30.89176680037151,,17,17
2017,Adam,,Frank Jackson,Duke,2,10.4,14,15,,,,,29,2,14.5,8,62,3,East,ACC,536,Duke,-78.940002,36,26.301117,2.6988831,29.48226807923449,,12,7
2017,Andrew F,,Luke Kennard,Duke,2,20.1,8,11,,,,,19,2,9.5,1,4,4,East,ACC,537,Duke,-78.940002,36,59.208221,-40.208221,63.84672097209538,,12,7
2017,Andrew F,,De'Aaron Fox,Kentucky,2,15.5,19,14,39,13,,,85,4,21.299999,2,13,4,South,SEC,538,Kentucky,-84.5,38.049999,54.101948,30.898052,52.76536932118304,,4,5
2017,Andrew F,,Devonte' Graham,Kansas,1,13.2,16,18,26,3,,,63,4,15.8,3,20,4,Midwest,Big 12,539,Kansas,-95.25,38.950001,50.130402,12.869598,46.54026800386391,,10,2
2017,Andrew F,,Caleb Swanigan,Purdue,4,18.5,16,20,18,,,,54,3,18,4,29,4,Midwest,Big Ten,540,Purdue,-86.919998,40.43,45.024124,8.9758759,43.64922471782845,,15,15
2017,Andrew F,,Deng Adel,Louisville,2,11.6,16,16,,,,,32,2,16,5,36,4,Midwest,ACC,541,Louisville,-85.75,38.259998,41.052578,-9.052578,39.6796209225007,,6,8
2017,Andrew F,,Kadeem Allen,Arizona,2,9.3999996,10,12,8,,,,30,3,10,6,45,4,West,Pac-12,542,Arizona,-110.95,32.23,35.946304,-5.9463043,31.31664309039758,,20,6
2017,Andrew F,4,Matt Farrell,Notre Dame,5,14.2,16,8,,,,,24,2,12,7,52,4,West,ACC,543,Notre Dame,-86.230003,41.700001,31.974756,-7.9747562,32.70855789066361,,25,20
2017,Andrew F,,Deonte Burton,Iowa St.,5,14.4,14,25,,,,,39,2,19.5,8,61,4,Midwest,Big 12,544,Iowa State,-93.639999,42.02,26.868481,12.131519,30.85701592925031,,17,17
2017,Andrew L,,Malik Monk,Kentucky,1,21.200001,12,14,21,12,,,59,4,14.8,1,5,5,South,SEC,545,Kentucky,-84.5,38.049999,58.640858,.3591423,61.75360950291715,,4,5
2017,Andrew L,,Przemek Karnowski,Gonzaga,1,12.6,10,9,13,5,13,9,59,6,9.8000002,2,12,5,West,West Coast,546,Gonzaga,-117.4,47.669998,54.669312,4.3306885,53.93194407565483,,1,4
2017,Andrew L,,Bryce Alford,UCLA,3,16.5,6,16,13,,,,35,3,11.7,3,21,5,South,Pac-12,547,UCLA,-118.45,34.07,49.563038,-14.563038,44.50526561350197,,18,11
2017,Andrew L,,Kennedy Meeks,North Carolina,1,12.5,13,16,5,7,25,7,73,6,12.2,4,28,5,South,ACC,548,North Carolina,-79.040001,35.900002,45.591488,27.408512,42.6120499749574,,3,3
2017,Andrew L,,Rawle Alkins,Arizona,2,11,20,6,4,,,,30,3,10,5,37,5,West,Pac-12,549,Arizona,-110.95,32.23,40.485214,-10.485214,39.294097004652,,20,6
2017,Andrew L,,VJ Beachem,Notre Dame,5,15.4,2,9,,,,,11,2,5.5,6,44,5,West,ACC,550,Notre Dame,-86.230003,41.700001,36.513668,-25.513668,32.71569134703432,,25,20
2017,Andrew L,1,Jonathan Isaac,Florida St.,3,12.2,17,8,,,,,25,2,12.5,7,53,5,West,ACC,551,Florida State,-84.290001,30.440001,31.407393,-6.4073925,34.33322665292795,,19,12
2017,Andrew L,,Vince Edwards,Purdue,4,12.2,21,21,8,,,,50,3,16.700001,8,60,5,Midwest,Big Ten,552,Purdue,-86.919998,40.43,27.435846,22.564154,32.1958739892946,,15,15
2017,James,8,Allonzo Trier,Arizona,2,16.4,18,14,19,,,,51,3,17,1,6,6,West,Pac-12,553,Arizona,-110.95,32.23,58.073494,-7.073494,60.60219070120348,,20,6
2017,James,,Josh Jackson,Kansas,1,16.4,17,23,15,10,,,65,4,16.299999,2,11,6,Midwest,Big 12,554,Kansas,-95.25,38.950001,55.236675,9.7633247,55.84642508797428,,10,2
2017,James,,Lonzo Ball,UCLA,3,14.9,15,18,10,,,,43,3,14.3,3,22,6,South,Pac-12,555,UCLA,-118.45,34.07,48.995674,-5.9956741,42.38814427573897,,18,11
2017,James,,TJ Leaf,UCLA,3,16.299999,23,11,17,,,,51,3,17,4,27,6,South,Pac-12,556,UCLA,-118.45,34.07,46.158855,4.8411446,41.42231559221366,,18,11
2017,James,,MIkal Bridges,Villanova,1,10.6,13,0,,,,,13,2,6.5,5,38,6,East,Big East,557,Villanova,-75.169998,39.900002,39.91785,-26.91785,38.26916346981947,,2,1
2017,James,,Amile Jefferson,Duke,2,11.2,8,14,,,,,22,2,11,6,43,6,East,ACC,558,Duke,-78.940002,36,37.081032,-15.081032,34.04268001932165,,12,7
